ID,Fuga,BehaviorScoring,LineadeCredito,SaldoTotal,Frecuency_Global,MonetaryValue_Global,Recency_Global
2801,1735137,0,772,6000,1219,72,458.948,27
2802,1735162,1,473,3500,801,27.8333333333333,481.764285714286,29
2803,1736382,0,419,700,729,69.25,597.18,14
2804,1736451,1,255,800,2313,8.6,175.37,259
2805,1736671,1,472,500,55,30.3636363636364,55.35,9
2806,1736767,0,550,1500,2053,103,124.14375,4
2807,1736873,0,846,9700,678,20,283.05,13
2808,1736942,0,849,2000,474,13.8,163.642985074627,1
2809,1737693,0,621,500,187,43,158.972222222222,9
2810,1738412,0,540,500,360,125,169,1
2811,1739003,0,517,800,655,140,135.5,1
2812,1739015,0,714,3000,1504,67.5,649.99125,0
2813,1740104,1,414,700,1393,22.25,79,4
2814,1740770,0,519,700,1619,30.5714285714286,53.9875,127
2815,1741068,1,177,500,1380,27.8333333333333,57.7534482758621,29
2816,1741440,0,532,700,407,97,176.85,29
2817,1741574,1,309,500,3551,13.56,187.9,24
2818,1742105,1,536,3400,5014,42,172.126,131
2819,1742714,0,590,2000,4721,98,147.378571428571,50
2820,1743264,1,377,2100,2137,11,255.135,146
2821,1743456,0,648,500,249,53.6666666666667,85.0557142857143,19
2822,1743839,1,598,1600,1667,109,362.136,185
2823,1744342,0,739,500,239,333,125.95,11
2824,1744553,0,600,2000,4122,16.7647058823529,281.692,10
2825,1744822,1,535,1500,1693,17.7,1671.8,9
2826,1745092,0,567,700,508,31,83.86,80
2827,1745278,1,373,600,1342,31,186.435,266
2828,1746055,1,377,900,599,21,190.41,1
2829,1747355,0,588,700,607,61.5,312.3,6
2830,1747461,1,380,700,696,30.3636363636364,317.8,24
2831,1747958,0,371,1300,1531,40.7142857142857,239.8,2
2832,1748021,0,659,1200,579,254,302.115,0
2833,1748213,1,331,500,945,20.2352941176471,259,4
2834,1748399,1,437,500,706,23,54.3333333333333,228
2835,1749386,1,705,800,456,26.3333333333333,631.175,191
2836,1752052,0,858,500,535,77.25,340.04,47
2837,1752410,0,641,500,278,60,159.633333333333,0
2838,1752990,1,482,1200,2653,13.76,194.904444444444,19
2839,1753035,1,456,900,1034,26.3076923076923,70.87,14
2840,1753391,0,586,800,452,64,102.44,2
2841,1754614,0,621,1600,714,91.3333333333333,223.62,10
2842,1755680,1,593,2200,2515,15,98.79,12
2843,1757105,0,387,800,544,28,204,24
2844,1757219,1,416,700,832,9,271.47,307
2845,1758049,1,321,800,1048,13.4,113.886666666667,19
2846,1758070,0,673,4000,7088,17.8666666666667,133.051875,19
2847,1758329,1,415,600,762,30.3636363636364,441.56,9
2848,1758542,1,507,1000,1013,29.5454545454545,294.3375,32
2849,1758818,0,558,2500,2051,12.7142857142857,132.333448275862,4
2850,1758823,1,711,800,362,13.25,135.64,187
2851,1759677,0,652,1000,943,108,158.304242424242,4
2852,1759709,1,238,600,980,19.6470588235294,49.0275,24
2853,1761469,1,481,1500,2019,15.3913043478261,111.6,9
2854,1761621,1,436,2500,8363,22,107.2725,9
2855,1762114,0,381,800,836,150,172.5,4
2856,1762920,0,433,1000,89,29.6666666666667,157.563333333333,19
2857,1763545,1,226,700,769,16,267.4,39
2858,1763933,1,698,500,301,19.3333333333333,640.5425,277
2859,1764378,0,587,2000,2406,92.3333333333333,263.484230769231,4
2860,1765254,1,444,500,290,43.75,224.5,16
2861,1765363,1,417,2700,4795,30,2947,234
2862,1766278,0,649,2300,1988,47,734.05,1
2863,1766367,0,794,1000,306,235,153.865,2
2864,1767524,1,593,600,3526,23,1149,4
2865,1767858,1,424,700,1244,36.3333333333333,350.186666666667,192
2866,1768090,0,641,800,979,177,285.45,4
2867,1768810,1,554,800,1533,18.5,239.566666666667,243
2868,1769816,0,542,500,498,33.1428571428571,136.1,14
2869,1769959,1,588,800,977,23.8571428571429,71.1925,24
2870,1771183,1,440,900,1979,18.3333333333333,84.05,14
2871,1772276,1,482,600,636,13,401.778333333333,227
2872,1772311,1,416,500,532,13.4285714285714,90.6993333333333,4
2873,1773064,0,641,900,587,89.75,168.884615384615,4
2874,1775135,1,599,600,866,30.3636363636364,668.75,4
2875,1775237,1,525,1200,493,30.3636363636364,1007,4
2876,1777290,0,609,1500,1889,71.5,76.12,24
2877,1777637,0,677,800,322,109.666666666667,50.6475,3
2878,1778032,0,669,700,451,102.5,244.27,6
2879,1778481,1,520,600,2343,14,362.9625,19
2880,1780011,0,394,800,635,163,182.38,0
2881,1780147,0,669,2100,935,52.6666666666667,90.925,2
2882,1780476,0,495,1000,2087,74,69.2233333333333,0
2883,1782604,1,681,2000,6425,18.5555555555556,922.03,4
2884,1783127,1,648,1800,1686,17.5789473684211,195.8,4
2885,1783587,1,320,1200,119,30.25,321.05,4
2886,1783914,0,558,500,509,57.8,181.675,1
2887,1784133,0,778,2400,1045,288,1184.6,28
2888,1784539,0,724,2000,2119,111,729.9125,7
2889,1784954,0,736,5000,6065,30.2,331.075,1
2890,1786005,0,506,800,543,33.8888888888889,81.753,4
2891,1786104,0,699,700,580,172,517,4
2892,1786491,1,349,1000,754,27.8333333333333,363,24
2893,1787167,1,563,800,1647,27,1053.1,4
2894,1788337,0,440,900,1039,106,516.45,9
2895,1788416,0,617,4000,3633,15.0454545454545,208.250869565217,7
2896,1788762,0,561,2000,4937,20.8461538461538,459.143571428571,45
2897,1788883,0,791,1500,311,5.15714285714286,144.9,3
2898,1788977,0,283,500,187,51.2,110.353333333333,0
2899,1789240,0,540,500,296,117.5,159,0
2900,1789760,0,612,900,132,75,103.587692307692,1
2901,1789914,0,548,1000,781,17.6875,90.8482352941176,35
2902,1790566,0,421,500,518,58,98.45,14
2903,1791687,1,401,600,105,28.4,295.2,34
2904,1791893,1,368,500,1406,8.725,210.6,14
2905,1792102,1,540,1400,1765,27,128.343333333333,19
2906,1793598,0,725,700,660,170,299,47
2907,1795552,0,695,2000,188,30.0909090909091,208.928181818182,8
2908,1795710,0,429,1000,961,25.7692307692308,74.9,8
2909,1796001,1,242,900,906,27.25,123.766666666667,27
2910,1796196,0,720,800,260,60.6666666666667,176.85,50
2911,1796391,0,708,1600,842,43.8333333333333,308.877142857143,4
2912,1796601,1,638,1000,1008,27,86.59,300
2913,1798363,0,490,1500,2427,55,391.85,0
2914,1798525,1,534,2000,3407,15.2857142857143,306.97375,220
2915,1799697,1,619,800,278,14.36,423.5,4
2916,1800541,1,260,500,2752,41.5,1171.5,146
2917,1802083,0,344,700,679,48,144.92,29
2918,1802628,1,358,500,506,52.8333333333333,130.64,21
2919,1802778,0,807,6900,7775,50.5,366.52,4
2920,1802782,1,758,800,92,32,36.395,328
2921,1802785,1,650,500,706,30.3636363636364,102.2,29
2922,1802837,0,689,1200,891,82,137.36,0
2923,1803842,0,824,1000,1047,52.6666666666667,245.235263157895,4
2924,1805575,1,450,600,829,30.3636363636364,983.32,4
2925,1806064,0,556,500,529,22.1333333333333,100.53875,4
2926,1806712,1,536,1000,979,10.0645161290323,202.28,52
2927,1807263,0,607,1700,4124,27,85.791875,3
2928,1807718,1,245,600,3667,30.3636363636364,382.855,9
2929,1807921,0,584,5300,2443,47.2,728.721666666667,29
2930,1809022,1,698,4900,5194,21,678.5,283
2931,1809253,0,793,5200,76,17.3684210526316,127.2785,20
2932,1810698,0,622,500,262,29.4166666666667,79.9,6
2933,1810713,0,699,3600,2197,58.5,178.8764,0
2934,1813135,0,507,1500,5691,48.4,267.766666666667,46
2935,1813149,1,742,3800,116,3,1657.455,232
2936,1813181,1,390,500,1892,22,115.55,230
2937,1814954,1,708,4300,116,92,730,159
2938,1815042,0,454,500,530,44.5714285714286,51.07375,9
2939,1815474,0,597,600,273,46.4285714285714,61.0325,8
2940,1816365,1,514,1700,2406,19.4285714285714,843.93625,225
2941,1816592,1,292,1000,381,9.68571428571429,152.95,19
2942,1817042,1,395,1500,1858,18.5,653.31,9
2943,1817687,0,670,1200,231,25.5454545454545,795.6,8
2944,1818121,0,802,1700,222,75,195.78,15
2945,1819544,0,613,3500,3486,31.5714285714286,138.6375,4
2946,1821537,1,460,600,616,22,764.5,4
2947,1821637,1,523,500,716,5.515625,62.6666666666667,9
2948,1822094,1,266,700,524,22.2666666666667,222.45,29
2949,1822186,0,578,700,312,55,121.206,40
2950,1822392,0,568,500,323,60.5,193.090909090909,74
2951,1823104,1,385,500,634,30.3636363636364,164.792857142857,24
2952,1823130,0,693,800,422,212,188.433333333333,6
2953,1823488,1,314,1300,21542,20.5,102.946666666667,280
2954,1823800,0,357,500,580,45.25,199,44
2955,1824104,0,792,1400,78,52,134.833076923077,0
2956,1824113,1,338,500,341,25,217.8,307
2957,1826051,0,624,800,599,40.3333333333333,148.062222222222,21
2958,1826064,1,705,5300,1440,200,773.68,13
2959,1826501,1,306,1400,813,11.0666666666667,175.6,197
2960,1826619,1,359,700,1865,17.25,2148.9,287
2961,1826910,1,399,600,928,30.3636363636364,167.165,14
2962,1828239,1,551,500,598,9.67647058823529,73.9666666666667,14
2963,1828370,0,635,2100,1497,78,318.375,6
2964,1830415,0,287,1200,1019,55,329.9,102
2965,1831389,1,694,700,299,14.5416666666667,50.5,14
2966,1831491,1,410,800,488,27,68.9,297
2967,1831956,1,487,700,206,19.6470588235294,287.95,29
2968,1833912,0,375,1400,1275,76.5,109.3,41
2969,1835302,0,657,500,497,64,299.976153846154,14
2970,1835515,1,734,600,850,16,222.95,68
2971,1837215,0,660,500,306,56.5,193.233333333333,31
2972,1837254,1,518,500,1791,25,74.4,9
2973,1837556,0,720,2500,2071,115,392.177826086957,17
2974,1838920,1,558,900,964,20.5294117647059,143.593333333333,14
2975,1839325,0,716,1200,753,26.5,16.3844444444444,2
2976,1840367,0,601,500,246,31.3333333333333,222.075,29
2977,1840582,1,442,3200,5793,11.3333333333333,600.121,29
2978,1840801,1,520,600,622,23.5,613.5,281
2979,1841147,1,548,500,538,14,490.398571428571,9
2980,1841404,0,572,1000,131,22.3636363636364,237.715833333333,16
2981,1841488,1,473,1000,1079,28,227.975,9
2982,1841647,1,411,1300,442,15.8421052631579,399,47
2983,1843354,0,439,700,472,140.5,58.0666666666667,1
2984,1845713,1,238,800,732,5,357,160
2985,1845892,0,760,3100,592,232,399,77
2986,1846055,0,786,1000,235,52.25,419.26,15
2987,1846159,0,584,1000,553,34.8571428571429,291.425,40
2988,1846550,0,411,1000,379,33.3333333333333,195.894,19
2989,1846573,0,416,900,185,27.1538461538462,129.071428571429,10
2990,1847989,1,699,1800,229,77,118.156666666667,0
2991,1848068,1,480,500,1376,57,1029,222
2992,1848252,1,590,500,188,25.7692307692308,66.925,14
2993,1849966,0,624,500,472,72.25,305.06,4
2994,1851890,1,786,1400,185,2,1457.59,175
2995,1852178,1,552,500,2787,16,1326,216
2996,1852544,0,498,1200,910,59,241.425,9
2997,1852642,1,218,1000,949,12.3333333333333,357.67875,234
2998,1852797,1,646,3200,2638,30.3636363636364,94.215,9
2999,1854274,1,603,500,1006,6.27586206896552,59.9,182
3000,1854531,1,306,500,241,31.9,89.575,29
3001,1854567,1,734,2200,1229,16,89.45,9
3002,1856487,0,616,1100,1038,84.75,156.4,22
3003,1856692,0,209,1500,3583,84,1500,180
3004,1858579,1,609,500,82,40.6666666666667,145.031428571429,29
3005,1859329,1,493,500,1742,20,109.086666666667,24
3006,1859663,1,843,8600,359,28.3,764.833333333333,21
3007,1860257,0,719,3100,252,15.0833333333333,119.632,0
3008,1860504,0,474,1300,811,45,202.195454545455,0
3009,1860747,0,645,600,167,57.5,129.362,22
3010,1861317,1,494,1200,93,27,108.9,4
3011,1861571,1,489,800,1639,25.3333333333333,204.4,60
3012,1861593,0,515,500,1027,34,400.2,57
3013,1861827,0,548,2000,976,59.2,151.308461538462,0
3014,1861855,1,250,1500,10782,14.0769230769231,37.8,180
3015,1862184,0,700,600,96,230,176.39,9
3016,1863063,0,493,1000,1148,35.6666666666667,402.0575,105
3017,1864595,0,611,1000,54,24.25,127.328,4
3018,1865016,0,703,1000,693,92.6666666666667,292.496,3
3019,1865309,0,697,1600,3451,213,546,18
3020,1865795,1,486,1000,1355,16.7,251.972,24
3021,1866353,1,313,600,305,12.0344827586207,97.6,14
3022,1866584,1,623,1100,281,9,144.5475,9
3023,1866663,0,733,1000,643,50.2,312.18,1
3024,1867931,1,604,1300,619,30.3636363636364,903,24
3025,1869473,0,576,600,367,38.75,157.7,29
3026,1869765,0,478,600,586,149,179.804444444444,8
3027,1870032,1,188,500,1304,25,75.69,29
3028,1870699,1,213,1200,1041,23,126.35,295
3029,1872058,1,117,500,709,8.83333333333333,247.95,4
3030,1872874,0,503,700,2239,57.3333333333333,145.224285714286,6
3031,1873093,0,394,700,747,98,120.6875,9
3032,1873550,0,730,12800,5351,63.75,403.77,22
3033,1873809,0,662,1800,846,66.3333333333333,102.2675,74
3034,1874632,1,513,500,1482,26,3045,277
3035,1874813,0,449,600,179,52.25,148.842,9
3036,1875095,0,411,750,610,131.5,196.333333333333,12
3037,1875296,1,247,1400,3703,28.4166666666667,1276.86666666667,19
3038,1875715,0,609,700,687,255,182.225,7
3039,1876217,1,510,500,408,11.7272727272727,63.4166666666667,4
3040,1876773,1,503,800,1259,16,213.7,9
3041,1878032,1,586,1800,3768,10,144.3,319
3042,1878269,1,179,500,1505,18,399,244
3043,1878282,1,514,1000,224,9.83333333333333,195.6,4
3044,1878620,0,611,600,353,26.2,82.9715384615385,11
3045,1880469,0,727,1900,59,51.1428571428571,143.38625,5
3046,1880772,1,586,1700,277,2,320.85,154
3047,1881579,1,560,1000,653,46.2857142857143,112.833333333333,24
3048,1881647,0,606,500,544,67.3333333333333,189.309090909091,3
3049,1881753,0,485,700,651,19.2142857142857,101.179333333333,12
3050,1881895,0,713,1800,170,31.1111111111111,172.477142857143,4
3051,1882233,0,701,3300,1440,16.3333333333333,441.124545454546,7
3052,1883696,0,363,500,555,59.8,104.466666666667,29
3053,1883923,0,661,500,163,53.5,107.175,11
3054,1884280,0,634,2800,5172,98,800.902,13
3055,1884900,0,601,700,702,60,438.535,4
3056,1885401,1,701,700,408,16.0952380952381,249.333333333333,8
3057,1886468,0,505,500,298,68.2,122.24,17
3058,1887327,0,327,500,523,134,150.172,43
3059,1887859,0,629,1200,1277,49,109.063333333333,14
3060,1888047,1,235,500,519,21,189.716666666667,34
3061,1889882,0,475,1600,2117,38,842.725,19
3062,1890252,1,454,700,1572,16.6190476190476,448.418666666667,4
3063,1890809,1,606,600,128,17.1,248.2,2
3064,1891698,0,534,1000,1019,20.8823529411765,1664,0
3065,1891947,1,548,500,555,15,138.933333333333,12
3066,1892585,0,451,900,934,39.8888888888889,148.647,2
3067,1895405,1,726,1000,3555,170,433.51,171
3068,1895590,0,471,1000,929,63.2,133.276666666667,0
3069,1899972,1,712,500,427,13.2692307692308,219,0
3070,1900711,1,350,1000,773,11.8846153846154,188.266666666667,49
3071,1900741,0,224,500,624,52.4,162.466666666667,44
3072,1901316,0,463,500,551,37.3333333333333,130.385714285714,50
3073,1901971,1,435,1200,9361,20.1666666666667,140.422,219
3074,1902921,1,627,1300,1697,22.6666666666667,123.9,4
3075,1903019,0,417,6000,6116,70,456.921875,0
3076,1903486,0,743,1500,697,28.7272727272727,109.070833333333,4
3077,1903548,0,387,1000,856,8.64102564102564,20.61625,24
3078,1903875,1,492,800,931,11.2222222222222,128,14
3079,1903913,1,384,500,734,19.5,559.2,221
3080,1903937,0,650,2400,657,58.8,254.9,0
3081,1904200,0,600,600,350,106,181.95,24
3082,1905323,1,660,1000,1034,21.7692307692308,164.2,55
3083,1905400,1,523,5000,24505,7.82142857142857,235.303103448276,19
3084,1905712,0,698,500,527,21,112.569411764706,14
3085,1906107,1,295,700,801,25.6923076923077,62.4742857142857,29
3086,1906278,0,789,2000,1466,46.4,817.368666666667,0
3087,1907051,1,789,500,61,28.5833333333333,89,9
3088,1907219,0,697,2400,365,32,122,157
3089,1907239,0,532,700,238,35.2,208.483333333333,134
3090,1907653,0,520,800,812,70,69.325,5
3091,1907936,1,356,500,820,30.3636363636364,61.074,4
3092,1908035,0,723,10000,7273,97,538.1,13
3093,1908607,1,385,600,1511,9.36363636363636,151.81,49
3094,1910204,0,411,1300,4245,28.25,155.316666666667,4
3095,1910250,1,714,3000,767,78,768.8,16
3096,1910912,1,614,1500,508,21.8571428571429,123.83,54
3097,1911108,1,483,800,1133,8.42857142857143,754.89,9
3098,1911209,0,424,500,153,38.5,162.04,9
3099,1911910,0,674,1300,138,75.6666666666667,379.37,22
3100,1914353,1,255,500,348,13,79.05,19
3101,1914714,0,758,800,323,35.1111111111111,89.13,37
3102,1915454,1,395,500,396,21.6666666666667,120.345,87
3103,1916279,0,678,3000,717,25.9285714285714,198.795,0
3104,1916301,1,606,1600,1045,10,110.2,4
3105,1916952,0,711,500,491,21.0909090909091,216.166666666667,9
3106,1916973,1,411,2000,1050,16.8888888888889,144.825,34
3107,1917577,0,431,1700,1509,30.6363636363636,378.536363636364,8
3108,1917874,1,515,500,92,11.4838709677419,62.7833333333333,7
3109,1919009,1,176,500,2831,26.8461538461538,61.625,14
3110,1919214,1,656,2800,436,23.7692307692308,251.715,9
3111,1919567,0,682,1000,256,59,50.54,4
3112,1919930,1,463,500,2150,18,45.2666666666667,9
3113,1920173,1,595,1000,517,3,483.3,158
3114,1920891,0,528,600,634,27.75,187.665384615385,20
3115,1926742,0,512,1000,960,30.5,318.977777777778,99
3116,1927522,1,558,1100,2536,8.375,791.277777777778,296
3117,1928979,1,408,500,152,22,193.595,244
3118,1929103,1,539,2000,2457,29.8181818181818,287.03,19
3119,1929104,0,574,2500,12785,18.9,444.13,24
3120,1929800,0,548,500,411,24.8181818181818,102.9275,35
3121,1930146,0,690,800,692,51.3333333333333,385.711428571429,0
3122,1930758,1,724,600,439,30.3636363636364,66.95,2
3123,1930889,1,491,600,1738,17.8571428571429,1229,19
3124,1931201,0,834,5800,1621,56.3333333333333,377.736363636364,7
3125,1931861,0,459,500,370,93.5,67.75,3
3126,1933119,1,291,500,1185,58,97.6,228
3127,1933758,0,731,5500,14582,42.25,448.26,21
3128,1935001,1,326,500,248,18,84.94,9
3129,1935558,1,439,500,824,17,650.633333333333,281
3130,1935971,1,418,800,1370,15,1299,129
3131,1936175,0,715,1200,1626,170,237.833333333333,31
3132,1936633,1,516,700,1639,15,171.124,228
3133,1937192,0,702,600,424,80.75,77.896,12
3134,1937358,1,233,600,3337,24,80.365,254
3135,1937749,0,814,3700,250,24.3076923076923,134.52,9
3136,1938367,1,582,500,106,9,119.4,348
3137,1940346,1,298,2000,26576,28.75,295.12,4
3138,1941260,1,737,700,129,19.25,243.633333333333,17
3139,1941297,1,337,500,268,5.77777777777778,31.0414285714286,308
3140,1941589,1,671,8600,1206,13.2307692307692,173.5,19
3141,1941968,0,636,1200,1262,23.75,172.902307692308,0
3142,1942021,1,343,800,816,9.68571428571429,149,14
3143,1942278,1,525,500,435,21,159.54,21
3144,1942910,0,633,700,702,41.125,106.722857142857,1
3145,1943765,1,178,700,3122,20.5714285714286,140.975,220
3146,1944122,0,571,800,2833,59.8,660.008333333333,11
3147,1944571,1,471,1000,1148,14.16,314.7,9
3148,1944634,1,406,1000,614,28.0909090909091,223.6725,34
3149,1944978,0,541,500,182,56,50.6046511627907,6
3150,1945506,1,274,1000,2243,40.25,260.3,166
3151,1947179,0,711,1800,7121,106,109,69
3152,1947215,0,481,1200,1086,73.25,1298,14
3153,1947620,0,555,1200,124,31.4,83.1666666666667,16
3154,1947804,0,634,500,481,157,335.46,4
3155,1948733,1,439,1500,8967,69.5,275.041428571429,9
3156,1949427,1,450,500,2050,19.6666666666667,424.177142857143,219
3157,1949830,1,741,500,535,17,83.7552173913043,44
3158,1950019,0,762,1000,957,85.5,321.15,0
3159,1950023,0,521,1200,1355,116,231.81,9
3160,1950250,0,684,500,449,38.875,218.33,8
3161,1951285,1,612,500,394,40.6666666666667,195.7,47
3162,1952092,1,356,700,967,11.7142857142857,1218.2,29
3163,1952109,0,625,700,239,37.25,318.7,10
3164,1952353,1,186,900,1203,13.2,54.361,115
3165,1953168,1,613,2300,1831,47,739.666666666667,59
3166,1953226,1,395,900,1232,20.25,87.16,49
3167,1954637,1,487,500,948,42,766.2,238
3168,1955172,0,320,500,666,125,163.5,14
3169,1955281,1,404,500,3987,15.5,185.76,29
3170,1955797,0,433,1000,275,30,186.57,7
3171,1956689,0,547,1200,1044,101,140.575,1
3172,1956899,0,668,2000,1830,22,116.19,1
3173,1957759,1,711,1800,434,10.5882352941176,178.5,1
3174,1957860,1,427,500,209,12.2758620689655,100.4,0
3175,1958050,0,306,600,620,81.5,315.88,25
3176,1959215,0,572,1300,926,27.8333333333333,178.715,24
3177,1959658,0,650,1300,1081,64.2,179.901034482759,5
3178,1960132,0,314,700,644,30.4285714285714,161.375,147
3179,1960154,1,661,1400,3106,17.2857142857143,109.529722222222,4
3180,1960251,1,409,600,472,23.8571428571429,198,29
3181,1960460,1,360,800,491,10.3333333333333,175.125,323
3182,1960496,1,240,1500,2729,27.8333333333333,123.9,29
3183,1961840,0,650,1800,283,152,74.5,24
3184,1961850,0,346,800,762,30.0909090909091,113.538333333333,4
3185,1962844,1,726,500,515,72.6666666666667,287.3025,19
3186,1963063,1,517,1200,92,30.3636363636364,143.7,24
3187,1963742,1,314,700,1340,9.625,90.5855555555556,285
3188,1963826,1,556,800,820,4,79.6,262
3189,1963983,1,420,700,3725,9.14285714285714,111.826666666667,14
3190,1965727,1,322,600,682,20.2857142857143,149.666666666667,158
3191,1966225,1,660,500,63,9.66666666666667,192.89,201
3192,1968177,0,814,500,352,122,520.32,23
3193,1968322,0,606,600,993,55.6,149.033333333333,4
3194,1968636,1,505,500,741,27,90.55,4
3195,1970434,0,511,600,588,236,204.316666666667,4
3196,1970500,0,693,1000,305,106.666666666667,293.004,29
3197,1970879,0,676,4400,3660,52.6666666666667,272.814285714286,30
3198,1970923,0,563,700,799,196,70.762,7
3199,1971469,0,562,500,413,38.5,172.7,7
3200,1971795,1,492,800,2509,26.6,183,53
3201,1971828,1,510,500,322,7.5625,233.7,9
3202,1972058,0,616,500,1243,25.6428571428571,89.7,1
3203,1972098,0,371,700,306,79,98.7142857142857,1
3204,1972691,1,759,2000,149,16,228.125,6
3205,1973150,0,416,800,657,113.5,923,24
3206,1973388,1,346,600,2113,30.4,113.114615384615,44
3207,1974324,1,526,700,1852,27.3,1111.58,85
3208,1974774,0,624,2700,3315,69.5,624.666666666667,24
3209,1974890,1,249,1400,5320,15,280.91,4
3210,1975113,0,851,16000,611,24.8,198.667777777778,8
3211,1975130,0,666,500,98,41,169.442857142857,32
3212,1975191,0,726,4000,2379,50.5,757.266666666667,2
3213,1976073,0,384,1000,910,88.5,171.94,4
3214,1976400,1,331,2000,4884,16.95,213.705555555556,4
3215,1977146,1,472,2000,12707,17.2857142857143,745,137
3216,1977448,1,630,500,837,21,185.663333333333,39
3217,1977659,0,530,700,593,256,279,35
3218,1977923,0,645,500,194,49.2,138.133333333333,7
3219,1978519,1,349,1500,482,17.5789473684211,154.522631578947,19
3220,1978763,1,274,500,374,16.7894736842105,103.676,29
3221,1980789,0,511,4000,3805,76,444.322222222222,14
3222,1981160,0,603,800,788,53.6,101.05,4
3223,1982586,0,576,2000,2237,38,250.203125,17
3224,1983613,0,712,500,263,39,223.275,13
3225,1984014,0,554,900,804,135,125.134285714286,6
3226,1984592,1,389,600,1235,20.8333333333333,249.9,14
3227,1985417,0,672,600,630,80,186.24,22
3228,1986119,0,737,500,497,38.1111111111111,439.8,14
3229,1986941,1,724,1300,267,15,156.3,4
3230,1987052,0,607,1200,1677,172,134.75,22
3231,1987223,1,509,500,1619,5.75,1038.85,263
3232,1987256,0,606,500,480,42.1666666666667,98.6222222222222,7
3233,1987269,1,270,1500,7494,25,204.9,9
3234,1987491,0,282,2500,2624,29.4545454545455,261.455,9
3235,1987813,1,422,600,1185,11.4285714285714,115.13,239
3236,1988062,0,543,500,528,85.75,152.343333333333,21
3237,1988846,0,781,800,613,36.4285714285714,273.7975,8
3238,1989499,0,753,2200,1016,85.3333333333333,527.655,1
3239,1989572,1,490,500,1268,30,480.515,326
3240,1990670,0,260,600,156,70,203.333333333333,4
3241,1990964,1,481,700,624,21,246.2,47
3242,1991826,0,724,700,263,68.25,300.828571428571,4
3243,1992608,0,587,700,312,105,569.9,26
3244,1992822,0,690,2500,1963,15.1363636363636,194.388260869565,23
3245,1992926,0,535,1200,392,41.2,242.858333333333,29
3246,1993771,0,679,800,523,57.75,296.13,4
3247,1993865,0,456,700,1028,81,239,4
3248,1993983,0,766,2000,540,62.25,133.461538461538,1
3249,1994067,1,674,1000,577,15,28.44,7
3250,1994284,1,560,700,1738,22.2666666666667,1202.13333333333,29
3251,1994966,0,604,2200,2904,22.75,376.641538461538,70
3252,1995063,0,465,600,940,120,163.425,19
3253,1995451,0,440,1200,1209,37.5,175.566666666667,22
3254,1995548,0,508,600,156,48,172.107142857143,43
3255,1995835,0,468,700,1050,34.5,113.985,196
3256,1996082,1,515,500,66,40.75,119,20
3257,1996705,1,531,900,1630,15.75,73.262,9
3258,1996758,0,826,500,522,24.625,254.055555555556,27
3259,1996787,1,156,500,691,14.6190476190476,141.466666666667,54
3260,1997218,1,613,800,2125,30.3333333333333,237.1,73
3261,1997864,0,231,700,1110,37.25,88.484,4
3262,1997988,0,777,1200,57,94.6666666666667,208.825,9
3263,1998492,0,418,1000,997,55,120.57,4
3264,1998517,1,337,500,160,26,114.45,17
3265,1998564,0,508,2500,886,20,151.283333333333,1
3266,1998863,0,670,2000,1048,27.8333333333333,442.050555555556,0
3267,1998912,1,558,700,613,55.6666666666667,1135.19,27
3268,1999697,1,363,700,142,14.45,59.6666666666667,73
3269,2001427,1,414,800,3619,20.875,423.9,24
3270,2001499,1,437,500,636,30.3636363636364,611.17,14
3271,2002445,0,697,1200,207,10.2647058823529,805,14
3272,2002787,0,715,700,417,166,337,17
3273,2003603,1,404,500,373,23.8571428571429,46.1544444444444,27
3274,2004164,1,741,1000,443,8,371.5,308
3275,2004909,1,287,1000,6749,3,324,291
3276,2007443,1,429,700,1085,17.9411764705882,617.5,23
3277,2008282,1,491,2000,4608,20.0588235294118,169.091111111111,22
3278,2009366,0,288,800,1101,83.6666666666667,109.266666666667,4
3279,2010350,1,460,1200,1177,10,117.36,217
3280,2010364,1,405,1000,2001,17.1111111111111,686.4,202
3281,2010726,1,552,1200,4857,16,253.981428571429,9
3282,2011328,0,702,1300,2854,94.6666666666667,1078.425,74
3283,2013607,0,298,500,468,75,257.78,10
3284,2014551,0,627,900,307,82.3333333333333,155.545,55
3285,2014620,0,698,7400,984,43.125,334.985,12
3286,2014740,1,423,600,493,25.9166666666667,97.25,42
3287,2015007,1,327,500,833,29.5,974,226
3288,2017492,1,331,800,782,30.5,182.054545454545,249
3289,2017953,0,481,1000,476,57.6,183.266,4
3290,2018265,0,489,500,524,58.8,42.5833333333333,7
3291,2018304,1,418,800,3413,20.875,249,9
3292,2018320,1,449,700,2651,13.2,164.021666666667,219
3293,2018875,1,448,800,838,22.8,17.1366666666667,90
3294,2018913,1,877,1000,992,30.5454545454545,896.505,18
3295,2019146,0,300,500,527,43.1666666666667,119.9175,15
3296,2019412,0,690,1000,159,79,268.545,22
3297,2020472,1,196,1500,3148,28,2078.91,24
3298,2020679,0,775,500,187,20,116.475,19
3299,2021058,0,768,600,532,75,354.19,3
3300,2022328,1,450,500,591,8.07142857142857,39.35,9
3301,2022567,0,780,4600,2122,86,187.5656,0
3302,2022655,0,390,500,389,78,134.933333333333,0
3303,2022878,1,572,700,1383,23.8571428571429,263.337142857143,19
3304,2023465,0,751,1000,408,147,363.172727272727,14
3305,2023741,1,219,500,293,17.8947368421053,109.3875,19
3306,2024488,0,552,700,1359,62.3333333333333,166.275,1
