ID,Fuga,BehaviorScoring,LineadeCredito,SaldoTotal,Frecuency_Global,MonetaryValue_Global,Recency_Global
939,486604,0,849,1000,388,40.1666666666667,187.413181818182,41
940,486690,0,485,800,614,79.5,212.6375,29
941,487283,0,850,20000,314,15.6363636363636,103.369130434783,20
942,487757,0,711,3000,943,109,192.24,58
943,488597,1,408,1600,2148,21,188.225,299
944,488688,1,353,900,1504,8.66666666666667,141,330
945,488762,0,435,7700,1256,36.5,103.784444444444,25
946,488848,1,316,4100,5397,26.5,915.633333333333,267
947,488913,1,777,2500,114,14.7391304347826,93.6316666666667,14
948,489047,0,498,9300,9661,25.6923076923077,438.99,29
949,489296,0,840,7600,160,80,162.766666666667,4
950,489697,1,316,1500,3735,23,27.72,262
951,489751,0,829,800,244,19,170.3,23
952,490834,1,429,2500,2943,30.8181818181818,134.2,9
953,491493,1,776,7800,13263,22.5,250.7,0
954,492994,0,645,3300,1552,87.6666666666667,525.595,62
955,493474,1,866,1000,331,5.6,117.806666666667,294
956,493857,0,624,6300,14290,142,454.691666666667,21
957,493948,1,521,1700,5529,110,28.424,2
958,495224,0,602,3800,1132,124,94.409,5
959,495484,1,669,2850,990,4,296.17,243
960,496495,1,709,1900,2049,6,553.28,354
961,496822,1,314,1800,445,14,331.5,252
962,497661,1,750,11300,4729,9,1994.27,45
963,497760,1,403,2900,2548,3.33333333333333,73.4542857142857,285
964,498322,0,641,2400,2148,57.2,187.292727272727,0
965,499057,0,675,2000,287,126,138.5,15
966,499085,0,623,500,498,74,155.324,13
967,500513,0,821,4800,577,47.8571428571429,145.6875,8
968,500648,0,474,600,459,95,134.866666666667,4
969,501096,0,680,4200,1093,212,1124.5,0
970,501183,1,715,7600,285,16.75,267.633333333333,18
971,501768,0,492,1300,853,96,414.31,34
972,502246,0,915,600,599,72,184.1,7
973,502650,1,402,3000,2105,8,299.68,284
974,502800,0,650,1000,421,69.6666666666667,426.8,152
975,503495,1,412,5300,6312,28.6666666666667,801.16,9
976,504046,1,300,600,600,29,156.85,256
977,504178,0,599,3501,5062,196,409.182857142857,1
978,504254,0,570,2400,3780,146,175.375,2
979,504456,1,554,8400,9852,15.1818181818182,1849,14
980,505412,0,651,2500,504,98.5,140.691739130435,8
981,506299,0,811,5300,1785,157,872.1,2
982,506387,1,624,1200,533,10,441,24
983,507806,1,733,7600,8410,7,360.59,309
984,508795,0,619,1000,940,116,885.34,91
985,509437,1,556,14300,18587,18.4210526315789,234.5,14
986,509714,0,928,12200,808,39.3333333333333,153.755,1
987,510153,1,678,5800,17944,14.6666666666667,181.26,263
988,510863,1,653,2100,2295,29,559,29
989,511701,1,478,3400,2870,17,275.615,9
990,514173,1,363,1400,1826,12.0689655172414,329.8,4
991,514623,1,813,5850,702,30.3636363636364,170.22,9
992,517222,1,478,2000,2121,2,124.9,355
993,517250,0,636,800,224,49.75,57.385,22
994,517276,0,604,1260,594,32.375,81.8,0
995,517592,1,521,500,461,21.5,368.54,291
996,518151,0,748,720,609,147,469.68,2
997,518596,0,689,1400,310,140,277.133333333333,7
998,518835,1,716,1900,1870,45.1666666666667,124.9975,60
999,519072,0,679,700,800,37.2857142857143,199.9,29
1000,519332,0,531,1900,1574,28.5454545454545,878.04,14
1001,519892,0,785,15000,11643,67.6666666666667,348.71,9
1002,520566,1,790,1200,118,10,134.906666666667,135
1003,520942,0,542,4400,434,76,28.5641666666667,19
1004,521230,1,849,4800,644,8,77.3,325
1005,521293,1,525,1700,4905,19.6666666666667,214.65,300
1006,521939,1,561,3600,1324,25,264.2,14
1007,522783,1,778,1500,536,2,2892,314
1008,522808,0,201,6300,10502,29.0909090909091,289.823333333333,19
1009,522897,0,650,2000,198,87.5,133,8
1010,523247,1,636,2200,901,13.2,222.6,5
1011,523357,1,572,3800,931,15,1191,4
1012,523832,0,739,3200,1482,36.25,128.406842105263,14
1013,524277,1,461,1300,1174,8,115.05,308
1014,524534,1,630,10800,4392,1.5,4579,322
1015,525933,0,758,7000,3586,33,139.445652173913,4
1016,526526,0,588,2550,1364,57,268.613529411765,0
1017,527998,1,632,3780,3699,22.5,372.363333333333,29
1018,528331,0,638,2200,1845,112,183.153333333333,1
1019,528782,1,762,5000,417,26,185,315
1020,529204,0,495,1500,1470,67.2,333.383333333333,19
1021,529559,0,542,800,608,60,618.5,15
1022,530394,0,512,4600,4356,21.5384615384615,100.075,29
1023,531200,0,754,500,541,17.8888888888889,213.6,22
1024,531781,1,513,1400,215,28,148.866666666667,14
1025,532366,0,711,1000,694,34.6666666666667,381.492,8
1026,532384,1,647,1260,3110,5,43.395,339
1027,532443,0,885,5000,4029,10.4705882352941,947.905747126436,7
1028,532697,0,575,10100,22464,18.1666666666667,818.613188405797,0
1029,532738,0,770,5600,1640,31.1,189.958181818182,3
1030,532976,0,711,1900,319,29.2727272727273,222.245,31
1031,534184,1,863,7600,934,169,99.5,48
1032,534462,0,598,2000,1887,37,208.775,1
1033,534557,0,803,1200,134,70.6,264.55,7
1034,535860,0,635,7300,10914,77.6666666666667,574.3,0
1035,536942,1,214,1300,1409,18.4117647058824,118.23,49
1036,536968,1,755,7400,1787,2,382.965,226
1037,537084,1,697,1200,61,30.3636363636364,53.5233333333333,24
1038,537688,1,256,1600,1512,1,456.1,206
1039,539075,0,721,3420,2788,27.6153846153846,651.868571428571,0
1040,539453,0,790,5000,1085,153,845.95,1
1041,539999,1,711,4800,1188,19.6666666666667,135.225,17
1042,540510,1,660,700,145,40.5,154.4,70
1043,540564,0,356,1200,713,44.1666666666667,148,4
1044,540843,1,645,2400,6116,17.5,1603.66666666667,9
1045,541399,0,716,5000,7813,13.9444444444444,218.57,14
1046,541788,0,780,500,164,55.4,97.15,77
1047,542505,1,289,3700,2086,29.5,189,298
1048,542655,1,471,640,443,21,757.75,301
1049,542718,0,766,4600,264,25.8461538461538,195.414285714286,7
1050,543237,0,686,600,359,83,570.666666666667,9
1051,544342,0,658,1700,1149,122,233.531428571429,11
1052,544890,1,446,2100,754,40.8571428571429,71.305,60
1053,545087,0,615,1500,1659,30.5,504.230625,19
1054,545486,1,664,3100,344,22.9166666666667,537.333333333333,9
1055,546360,0,816,5800,1254,51,194.726666666667,0
1056,546939,1,688,3900,4137,13,1892,276
1057,547055,1,783,3000,339,8,2114.105,162
1058,547751,0,534,1500,6243,34,802.4,14
1059,548417,0,862,3800,51,128,319.305,85
1060,549531,1,438,2500,5278,19.6666666666667,467.9,296
1061,550159,0,532,2800,2824,94.6666666666667,252.525,0
1062,551791,1,701,4100,3926,7,159.166666666667,228
1063,552386,0,738,5900,3195,17,812.945185185185,3
1064,552467,0,852,1000,91,113,406.4,70
1065,552888,0,786,2800,143,67.6666666666667,68.523,1
1066,552978,1,841,13100,1225,25.5714285714286,969.45,3
1067,553115,1,866,3700,1332,7,996.4,210
1068,554576,0,481,18000,18732,32.2,143.444545454545,24
1069,555346,1,627,3200,6207,14.5416666666667,299,9
1070,555634,0,574,2300,5311,34.9,117.366956521739,5
1071,555911,1,447,1620,2496,26.5,141.333333333333,24
1072,556184,0,725,3100,2548,39.625,424.588,17
1073,556203,1,488,4200,2947,17,244.912,19
1074,556423,0,756,4100,398,139,83.64,8
1075,556521,1,477,3900,3044,14,291.59,288
1076,556820,0,627,5800,5341,83.75,315.689259259259,20
1077,557028,0,608,3400,909,154,265.845,10
1078,557241,0,742,3240,889,54.5,190.755,6
1079,557284,0,742,3600,2241,14,323.59,75
1080,557630,1,222,6650,10669,18.3333333333333,163.05,296
1081,559277,0,811,5100,88,77.25,191.44,8
1082,559378,0,712,10700,3783,316,280.85,2
1083,560084,0,682,2600,2781,204,17.985,98
1084,560570,1,673,2400,4622,115,1006.95,20
1085,560649,0,570,3600,2171,25.6428571428571,271.912,1
1086,561203,1,613,5500,5019,15,211.65,19
1087,561726,0,697,1300,381,46.8333333333333,102.457142857143,55
1088,561765,0,726,1800,506,63.25,273.84,59
1089,561803,0,661,7200,110,39.25,500.995555555556,2
1090,562370,0,822,8200,197,22.8333333333333,84.8352173913043,2
1091,562654,0,582,1800,1154,106,258.207692307692,42
1092,563441,0,722,3500,1756,60.4,389.603157894737,8
1093,563705,0,502,4600,6174,25.5,72.1006666666667,6
1094,563762,0,598,900,1020,88,672.9,141
1095,564096,0,666,2400,2133,120,291.9,2
1096,564143,0,612,600,416,125,339.61,30
1097,564710,0,450,1100,949,131,130.365714285714,2
1098,564926,0,720,2250,1259,71.75,83.324,4
1099,565508,0,603,1300,1129,110.666666666667,590.09,25
1100,565546,0,860,8700,931,100,529.01,2
1101,565638,0,594,2700,1661,56,562.52,3
1102,566099,0,714,1800,1416,164,205.069259259259,7
1103,566185,0,324,2500,5610,65,152.833333333333,9
1104,566294,0,954,11600,515,30.3636363636364,1270.6,9
1105,566847,0,780,10600,6421,60,276.688636363636,0
1106,567000,0,587,500,412,233,188.3,45
1107,567081,0,524,2800,2256,42,1441.8,162
1108,567164,0,765,4100,305,42,240.02,8
1109,567424,1,391,1000,1737,11,85.85,293
1110,567587,0,805,4900,1740,33.4,459.333333333333,2
1111,567800,1,286,1000,462,16,307.966666666667,70
1112,568214,0,580,6200,10943,71,250.633333333333,0
1113,568394,1,676,2520,2428,55.8333333333333,95.2285714285714,21
1114,568570,0,627,2100,3561,64.2,419.396666666667,23
1115,568885,1,387,2500,5275,9.66666666666667,217.9,185
1116,569156,0,752,700,65,61.25,207.12,88
1117,569248,0,775,9150,7293,43.4,237.081666666667,0
1118,569251,0,636,5400,12254,73.5,850.712,22
1119,569797,0,824,4200,1135,36.4,152.452352941176,39
1120,570906,0,747,7200,258,187,689,133
1121,571792,0,843,11700,4249,85.75,178.340869565217,6
1122,572003,0,714,4400,6864,116.5,1735.5,34
1123,572344,0,736,1500,728,140,529.6,30
1124,572675,0,812,10600,855,50.1666666666667,160.613076923077,9
1125,572949,0,756,2400,1119,73,362.333333333333,6
1126,574677,1,452,1800,1913,16.8,122.355,266
1127,575452,0,610,5100,2836,114.5,1068.9,25
1128,575838,0,832,4100,268,50.6,180.24375,0
1129,576374,1,747,3400,8096,5.5,122.833333333333,159
1130,576641,1,755,4100,2316,13.5,158.333333333333,218
1131,577050,0,444,500,449,34.4285714285714,184.2375,12
1132,577460,1,417,1600,358,30.3636363636364,135.342941176471,24
1133,578631,1,588,3500,3611,25.3333333333333,1313.485,278
1134,578659,1,443,500,58,32.8,105.765,187
1135,578691,0,637,1500,1206,70,89.375,21
1136,579955,0,875,2200,308,29.7142857142857,154.183636363636,11
1137,580025,1,483,3800,3771,24.5454545454545,158.11,53
1138,580338,0,889,15000,8820,35.3333333333333,690.114285714286,1
1139,580613,0,700,2100,689,77,328.33,1
1140,581814,0,827,3800,276,202,253.114285714286,15
1141,581914,0,487,1200,1235,28,247.211666666667,14
1142,582287,0,616,3500,3128,36.1666666666667,393.385714285714,14
1143,582942,0,559,2300,2068,67.3333333333333,659.95,54
1144,583059,1,836,2800,203,4,487.4,261
1145,583247,0,815,4150,424,97,299.9,5
1146,583256,0,584,3100,5136,16.2666666666667,209.920625,16
1147,583928,0,464,2400,2117,155,241.821875,53
1148,584669,1,949,20000,194,30.3636363636364,401.54,21
1149,585497,0,759,2300,170,107,140.35,2
1150,585699,1,689,800,390,19.6470588235294,102.608333333333,19
1151,585921,0,805,2000,1480,179,1000.5,5
1152,585976,0,715,2900,2032,59.5,120.162142857143,11
1153,586018,0,647,6600,4797,93,338.795,9
1154,586287,0,707,3900,7460,61,593.95,171
1155,586302,1,704,2000,4834,9,2298.02,20
1156,586880,1,660,3800,502,13,573.525,4
1157,587246,1,721,2400,669,5,833.15,167
1158,587395,0,804,3500,1742,50.3333333333333,1007.99,20
1159,588344,0,635,700,442,207,104.3575,9
1160,588680,1,854,3300,1589,12.5,194.4,136
1161,589169,0,809,800,392,46,526.757142857143,70
1162,589392,0,687,600,629,53.1666666666667,141.88,12
1163,590066,0,794,4700,3028,32.2222222222222,301.034545454545,0
1164,590156,0,659,2400,3247,74.5,195.9,6
1165,590356,0,882,800,171,105,345.236666666667,3
1166,590403,1,560,3600,17642,18.4,100.375,225
1167,591497,0,806,13000,4203,85,574.09,4
1168,591805,1,692,10100,1307,16.8333333333333,170.6,206
1169,592266,0,601,3300,992,100.666666666667,286.435,24
1170,592811,0,545,1600,1648,130.5,1591,28
1171,594063,0,563,5500,3849,85,368.725,2
1172,594928,0,772,6700,545,24.2,291.168181818182,4
1173,595416,0,694,5000,570,48.2857142857143,283.66125,17
1174,596163,1,518,5200,2190,31,818.416666666667,87
1175,596727,0,653,2000,919,161,718.7,4
1176,598714,1,253,15600,28859,13.0384615384615,314.15,4
1177,599744,0,892,8600,293,102.666666666667,769.15,8
1178,600023,0,752,6500,4544,43,335.503913043478,6
1179,600786,0,798,10400,917,306,161.225,1
1180,601143,0,851,7000,613,35,135.5,1
1181,601619,1,687,13000,393,8,613.505,159
1182,601955,0,576,15000,22305,71.75,174.1,8
1183,601977,0,855,15000,1022,53.5,444.073333333333,44
1184,602192,0,744,5800,160,54.5,97.1714285714286,31
1185,602406,1,648,3500,2935,19,2313.65,274
1186,602620,1,919,20000,925,13.875,394.533333333333,246
1187,603775,0,918,17400,6153,21.4375,811.229714285715,4
1188,606064,0,853,12000,4358,25.75,500.26,2
1189,606272,0,616,2100,5997,39.6666666666667,231.9390625,13
1190,606513,1,436,1700,72,113,401.4,38
1191,606822,0,501,2000,696,108,233.966666666667,2
1192,607158,1,821,15000,8991,10,1414.0875,140
1193,608166,0,786,9600,1342,222,277.654285714286,6
1194,610736,0,632,3300,1000,90,1057.37666666667,171
1195,611423,1,553,540,1780,28.5,396.6,4
1196,611765,1,935,15600,201,14.7826086956522,158.21375,9
1197,612413,1,463,8400,13695,9.25,1006.03,4
1198,613030,0,721,5100,254,42.625,109.547777777778,19
1199,613131,0,568,9200,9681,86.5,413.19,12
1200,613569,0,370,2500,419,49.6666666666667,123.72,0
1201,614044,1,805,4100,9614,30.6666666666667,186.14,161
1202,614084,1,693,3800,736,26.5,38.87,300
1203,614760,0,792,8800,10535,118,149.985,161
1204,615238,0,792,5000,1027,41,313.55,18
1205,615763,0,593,800,483,56.6666666666667,439.8,1
1206,615810,0,972,11700,276,106,436.566666666667,14
1207,616409,0,674,8000,346,36,112.993,2
1208,616663,1,842,15600,9235,7,116.75,294
1209,619634,0,777,8900,994,32.2727272727273,235.4525,0
1210,619706,0,849,8100,538,17.5,68.0261904761905,10
1211,620051,1,280,3200,520,14,190.6,226
1212,621347,1,703,1000,929,23.6428571428571,215.466666666667,22
1213,622258,1,417,5800,8007,16.7,95.358,24
1214,622832,1,659,3900,538,7,512.25,235
1215,623285,1,463,4200,2748,20.6,481.566666666667,21
1216,623659,0,862,9600,75,53,34.85,4
1217,624025,0,467,7000,10441,20.0666666666667,125.246875,51
1218,624473,1,309,15000,24571,15.5,112.7,14
1219,625000,1,300,2200,634,16.7,378.16,14
1220,625620,1,805,3300,1471,20.875,160.47,19
1221,626401,0,803,13300,11461,30.3636363636364,178.9,4
1222,626870,1,484,2500,12693,7,158.445,6
1223,627170,0,602,5100,3337,104.333333333333,320.956875,15
1224,630259,1,666,5800,647,2,94.96,285
1225,630822,0,738,5300,376,42.6666666666667,327.935714285714,4
1226,632117,1,627,3000,599,2,1175.3,163
1227,632759,1,490,5300,425,19,1554.1125,280
1228,632915,0,888,1200,106,52,162.2,36
1229,633198,0,538,2600,9787,56,196.15,19
1230,634713,0,783,8600,3100,26,615.4165,17
1231,634903,0,778,4400,3815,72.25,1107.252,1
1232,635096,0,664,3900,807,84,139.2,56
1233,636129,0,586,11100,10104,14.6666666666667,787.7168,4
1234,636251,0,809,20000,3171,138,532.585217391304,7
1235,636289,0,509,5000,200,204,251.7,6
1236,636353,0,651,1700,240,86.25,196.234,8
1237,637860,0,781,4700,676,223,106.4325,1
1238,638915,1,645,10000,4352,12.4375,296.502352941176,158
1239,638973,1,314,3000,374,14.8,238.741666666667,4
1240,639229,1,544,500,496,25.6923076923077,378.959090909091,19
1241,639249,1,401,4400,3881,27.8333333333333,118.85,29
1242,639418,0,746,4100,1616,30,415.53125,6
1243,639720,1,605,800,149,9.82857142857143,216.36,14
1244,640429,0,918,8400,1399,31.3333333333333,627.428571428571,0
1245,640577,1,577,1700,1842,15,51.175,12
1246,641420,0,957,19600,620,67.5,935.167142857143,14
1247,641863,0,843,3000,323,30.3636363636364,303.9,29
1248,643489,0,814,5040,1618,30.3636363636364,265.556666666667,4
1249,643799,1,457,1500,496,39.2857142857143,162.445,27
1250,644578,0,632,20000,12537,30.3333333333333,3445.695,239
1251,644742,0,963,12700,689,123,250.3625,17
1252,645459,0,711,1450,546,49.6666666666667,109.050909090909,12
1253,646027,1,777,1200,822,72.3333333333333,975.26,33
1254,646597,1,577,800,239,20,248.9,73
1255,646633,1,401,500,495,25.6923076923077,164.305,29
1256,647585,0,724,800,68,64.6,253.333333333333,9
1257,647665,0,713,3600,1894,14,362.495,128
1258,649124,0,879,1800,79,58.6,816.163333333333,2
1259,649237,1,370,1400,1259,20.7,105.35,29
1260,649399,1,325,8300,3570,27.5,21.6225,285
1261,651885,0,781,1200,697,73.5,178.780434782609,9
1262,651970,0,756,10200,7904,32.9,249.112727272727,1
1263,652267,1,442,8600,30452,37.4444444444444,139.5,24
1264,652375,1,842,1400,865,21.9333333333333,337.95,1
1265,652517,0,863,8800,102,42.5,123.606,27
1266,652856,0,818,1500,79,65.3333333333333,135.92,19
1267,655439,0,757,2100,1369,55.4,97.9,22
1268,656856,0,425,1900,718,55,198.013333333333,270
1269,657798,1,992,15200,2081,18,459,60
1270,659321,0,779,4900,631,33.7777777777778,184.56,9
1271,661162,1,324,3700,4459,8,398.45,352
1272,661411,0,815,4600,691,36.1111111111111,365.464,9
1273,663063,0,901,20000,8648,51.3333333333333,356.475,4
1274,663251,1,719,8000,7514,15,993.05,218
1275,663332,0,766,4000,1080,44.2,87.295,4
1276,663375,1,711,1800,347,85,89.5333333333333,188
1277,663852,1,576,11000,6564,30.3636363636364,501.42,4
1278,663931,0,831,8800,310,140,155.985,34
1279,665014,1,714,2300,105,20,175.606666666667,293
1280,665797,0,793,1000,419,31.9,234.368,30
1281,665831,1,476,1800,7223,14,130,288
1282,665863,0,629,6400,5989,79,1659.34,88
1283,666255,1,232,9800,18711,25.3333333333333,3551.825,235
1284,666533,1,780,5100,1042,49.2,370.593333333333,36
1285,666869,0,691,5600,1118,35,599.246363636364,8
1286,666895,0,711,1000,1141,64.75,340.204,77
1287,668084,1,439,900,1026,22.2,42.19,238
1288,668203,0,358,540,490,304,118,2
1289,668665,1,449,3200,4207,17.8571428571429,193.15375,224
1290,668745,0,545,19200,22449,47.6,171.380476190476,69
1291,669302,0,877,5800,371,25.9,267.05,29
1292,669524,1,490,3600,3616,39.5,179.08,109
1293,669761,0,512,900,707,14.2083333333333,357.14,7
1294,669906,1,588,3500,4394,23.8666666666667,181.613333333333,4
1295,670147,1,507,6500,1601,46,158.215714285714,199
1296,671225,0,755,2500,503,25.3076923076923,169.015714285714,22
1297,671226,0,707,1200,622,58,158.27875,8
1298,672442,0,648,2100,1280,51.8,113.866666666667,15
1299,672509,0,782,1400,668,22.75,261.58,8
1300,672971,1,541,3600,4459,25.2857142857143,228.64,4
1301,672996,1,604,800,1615,20.4285714285714,300.9,219
1302,673904,1,439,800,148,1,418.8,221
1303,675499,1,795,2700,753,8.5,749,271
1304,675595,0,491,2400,9389,49.4,586.856666666667,108
1305,675975,1,714,2600,1498,15.6086956521739,245,4
1306,676012,0,627,2700,2861,26.5,277.234166666667,1
1307,676128,0,731,3700,2171,156,1411.5,2
1308,676399,1,454,1000,1414,2,142.05,119
1309,676706,0,805,4900,158,22.125,184.6775,5
1310,676906,0,765,1000,239,138,249,58
1311,676908,1,454,1260,1331,18,30.16,285
1312,677354,1,602,2500,3502,12.5925925925926,48.2125,24
1313,677582,1,656,500,350,13,201.8,179
1314,677778,1,568,700,2253,4,1282.065,156
1315,677796,0,595,2000,2001,56,85.65,4
1316,677848,0,645,2900,5059,36.1666666666667,203.911428571429,26
1317,677947,0,400,1900,834,76,340.85,4
1318,679158,0,786,2500,1775,58.6666666666667,858,8
1319,679612,1,852,700,235,40.7142857142857,124,12
1320,679920,0,585,500,4091,109.333333333333,310.6825,0
1321,679971,0,829,4400,775,46.3333333333333,206.881875,1
1322,680012,1,655,1200,2260,30.3636363636364,673.93,9
1323,680314,0,512,500,443,226,217.04,5
1324,680356,1,545,1400,5991,12.962962962963,1406.86,9
1325,680608,1,313,1080,212,3,301.8,158
1326,680623,0,700,1200,1339,93.3333333333333,260.9,29
1327,680700,1,751,4100,11128,5,2408,234
1328,681381,1,626,5800,15763,32,749.415714285714,238
1329,682161,0,571,1800,4475,48.2857142857143,448.081875,5
1330,682704,0,467,500,233,72.5,249.666666666667,14
1331,683213,1,643,1200,1415,18,43.68,298
1332,683237,0,779,7000,375,116.5,212.498235294118,0
1333,683916,0,733,3400,1035,27.2,175.62,40
1334,684500,0,441,1200,2110,68,225.566666666667,4
1335,684748,0,822,2700,1937,21.625,147.1,7
1336,685126,0,427,1000,648,34.7142857142857,138.9,1
1337,685509,0,306,1500,1478,246,249,4
1338,685653,0,913,7400,1332,93,580.883333333333,2
1339,686387,1,278,2300,9034,27,114.39,210
1340,687992,0,764,3300,201,32.6,253.2,178
1341,688141,1,743,2600,840,11,79,351
1342,688463,0,667,550,94,46,156.306666666667,31
1343,688761,1,471,2400,236,7.33333333333333,94.7466666666667,165
1344,688778,0,769,3300,2092,82.6666666666667,423.875,98
1345,688961,0,632,3400,7930,72.5,796.705555555556,64
1346,689030,1,750,2600,646,15.5909090909091,279.2,14
1347,689598,0,616,3400,687,68.6,353.75,14
1348,689631,1,659,1050,403,30,339,14
1349,689771,0,532,700,538,79.25,132.42,4
1350,690122,0,723,600,304,39,112.976428571429,8
1351,690327,1,525,700,871,19,160.583333333333,224
1352,692368,1,676,2100,502,6.5,11.6333333333333,319
1353,693498,1,663,2250,964,18.9411764705882,712,33
1354,694876,0,471,800,69,186,248.125,161
1355,694965,1,226,500,4346,29.5,218.233333333333,303
1356,696303,0,580,720,530,25.3076923076923,128.258571428571,4
1357,697045,1,698,5000,10305,7.72413793103448,151.45,134
1358,697654,1,787,7300,10414,3,54.75,343
1359,698100,0,595,1800,121,91.5,181.446,105
1360,698144,0,711,1000,313,51.3333333333333,399,56
1361,698352,1,403,900,5274,10,101.6,301
1362,700254,1,603,2500,494,23.5,291.484,261
1363,700466,0,590,1080,873,68.3333333333333,142.77625,4
1364,700746,0,653,9000,13084,27.7,423.756538461539,3
1365,701400,0,716,5800,1087,115,1439.5,141
1366,701463,0,508,5400,6167,48.2857142857143,1280.7625,25
1367,701788,1,541,2400,1691,1,1071.5,326
1368,701805,1,562,1800,1599,36,76.534,260
1369,702251,0,594,1200,3131,98,941.375,4
1370,702283,1,525,3100,13056,15.5454545454545,169.32,14
1371,702718,0,567,3300,3387,76,413.204545454545,65
1372,703007,0,733,5600,671,38,277.354,22
1373,703162,1,439,1200,528,8,946,279
1374,703458,0,657,700,382,76.5,111.645,19
1375,704549,1,583,3400,4366,56.6666666666667,639.1,24
1376,704935,0,770,4900,2180,53,186.225,2
1377,705744,0,690,1080,667,127.5,56.4333333333333,0
1378,706712,0,635,850,594,74,178.825,7
1379,706791,0,702,2200,5127,37.8333333333333,384.541428571429,9
1380,707232,0,797,3600,321,76,79.6017391304348,12
1381,707534,1,478,1200,1481,19,315.917777777778,211
1382,707738,0,672,1400,4070,21.3333333333333,1420.7,109
1383,708078,0,718,2400,517,149,121.2672,9
1384,708103,1,473,8400,16979,21.3333333333333,596.985714285714,4
1385,708197,0,535,3500,9235,26.1666666666667,110,4
1386,708590,1,483,850,4852,9.8,103.261666666667,232
1387,709534,0,684,1800,197,69.2,368.2,8
1388,709963,0,608,1500,84,39.6666666666667,336.591428571429,14
1389,710104,1,602,9540,7215,16,333.04,298
1390,710182,0,615,6100,3537,179,162.79,8
1391,710244,0,784,11700,1391,78.5,287.9,29
1392,711538,0,665,2200,243,124,137.3,0
1393,712011,1,663,4100,8471,37.5,59.8,25
1394,712033,0,787,1500,465,25,101.79,87
1395,712435,0,799,4100,51,61.25,641.864,17
1396,712695,1,389,1000,653,4,1617.425,309
1397,712829,0,805,2600,525,50.6,907.745,62
1398,712960,1,506,5490,12318,13.75,165.3,2
1399,713138,0,657,3000,3194,164,752.55875,14
1400,714495,1,516,1400,4427,15.1739130434783,505.7,9
1401,714678,1,569,1900,1582,3,468.5,249
1402,715236,1,560,1260,1048,9.88571428571429,77.2,9
1403,716314,1,696,1000,101,30.3636363636364,211.95,24
1404,716335,1,549,1000,1137,16.8888888888889,1624,143
1405,716482,0,390,600,640,76,563.545,24
1406,716542,0,708,550,61,70,511.3,73
1407,716600,1,620,2400,6029,18.6,147.308333333333,236
1408,717318,0,796,800,54,47,113.1,71
1409,717704,0,805,3200,66,83,139.796923076923,1
1410,717707,1,674,1200,210,27,117.2,171
1411,718118,0,864,11700,1174,131,119.0125,19
1412,718207,0,642,4900,2550,85.6666666666667,179,2
1413,718253,1,630,1200,730,45,433.633333333333,39
1414,718384,0,465,800,567,114.333333333333,223.85,12
1415,719017,1,554,3000,5629,20,1116.67333333333,4
1416,719476,1,639,2000,2212,17.5,83.3766666666667,8
1417,719631,0,828,7600,1153,40,210.66,1
1418,720203,0,718,15000,14654,27.8333333333333,404.644230769231,7
1419,720782,1,645,2900,5065,15.4545454545455,77.7458333333333,187
1420,721075,0,582,2000,2767,77.6666666666667,447.214285714286,9
1421,721620,0,621,700,459,300,115.02,8
1422,721659,0,617,1800,1846,57.6666666666667,49.0714285714286,0
1423,722018,1,828,3700,1001,30,14.8,214
1424,722521,0,773,500,284,39.5,567,21
1425,723046,0,424,500,608,91,205.2,84
1426,723973,1,608,900,1443,27.8333333333333,809.475,9
1427,724635,1,850,1500,135,13.3333333333333,135,23
1428,724805,0,643,2950,1087,60,285.266666666667,36
1429,724822,0,539,3150,3593,75.5,567.995,2
1430,724911,0,551,1400,2530,24.8,122.872727272727,14
1431,725257,0,711,1000,699,74,149.45,131
1432,725267,0,600,1600,1387,15.125,125,0
1433,726873,0,753,2300,614,52,324.76,21
1434,727084,1,618,1600,833,1,666.75,217
1435,727634,0,543,1980,1411,60.6666666666667,178.985,8
1436,728197,1,707,500,84,15.5,160,62
1437,728544,1,363,1080,2461,56,103.166666666667,76
1438,729648,1,541,6600,3347,16.5238095238095,383.417727272727,9
1439,729985,1,545,900,1805,28,29.3,326
1440,730476,0,720,1800,105,69,404.1,18
1441,730649,0,781,1400,1146,84.5,2153,6
1442,730679,0,456,900,4528,98.5,102.266666666667,96
1443,731255,1,568,1500,4806,6,324.5,178
1444,731993,1,498,7800,16982,18,605.2,177
1445,732442,0,791,5300,8993,69,929.816666666667,2
1446,732505,0,867,1700,687,48.8571428571429,265.225,16
1447,732906,0,602,700,312,69,504.966666666667,29
1448,733393,0,647,700,1052,263,432.288,1
1449,733943,0,588,2300,1728,258,372.16,6
1450,735018,0,675,1300,2818,71,209.933333333333,1
1451,735534,1,514,800,1124,13.9130434782609,34.9,18
1452,736068,1,897,8900,1442,10.7741935483871,1456.8,14
1453,736119,0,611,1800,2484,38,179.438888888889,1
1454,736376,1,361,2350,4457,27.8333333333333,507.622,24
1455,737135,0,932,20000,268,193,4136.08,13
1456,737218,0,775,5800,3607,25.4285714285714,497.735333333333,0
1457,737219,1,769,2000,101,27,431.29,287
1458,737744,1,796,6000,1874,243,1651.45,88
1459,738643,0,804,2900,128,44.6666666666667,482.955714285714,1
1460,739526,0,710,1000,1275,35.6,198.9,2
1461,739737,0,814,5300,1030,20,161.621052631579,2
1462,740198,0,771,585,50,121,116.078,7
